$n_0$,$n_1$,$n_2$,$n_3$,$n_4$,N,k,params_label
0.0,0.0,5713.0,3543.0,2.0,94654.0,4,s27/mu10minus5
0.0,21.0,27945.0,67570.0,0.0,104146.0,4,s27/mu10minus5
0.0,22.0,51522.0,42463.0,2.0,104044.0,4,s27/mu10minus5
0.0,6.0,7718.0,78475.0,2.0,90892.0,4,s27/mu10minus5
0.0,11.0,51462.0,50259.0,3.0,102500.0,4,s27/mu10minus5
0.0,4323.0,504.0,110737.0,0.0,115856.0,4,s27/mu10minus5
0.0,0.0,7640.0,80403.0,2.0,91654.0,4,s27/mu10minus5
0.0,0.0,100943.0,4707.0,0.0,107299.0,4,s27/mu10minus5
0.0,31.0,6998.0,98611.0,2.0,105659.0,4,s27/mu10minus5
0.0,16692.0,63480.0,21481.0,2.0,104260.0,4,s27/mu10minus5
0.0,0.0,21485.0,72050.0,2.0,106404.0,4,s27/mu10minus5
0.0,5.0,19552.0,87550.0,2.0,108451.0,4,s27/mu10minus5
0.0,0.0,4786.0,92429.0,3.0,97915.0,4,s27/mu10minus5
0.0,0.0,4448.0,100242.0,2.0,104726.0,4,s27/mu10minus5
0.0,617.0,15925.0,40989.0,1.0,103856.0,4,s27/mu10minus5
0.0,0.0,89275.0,15368.0,1.0,106132.0,4,s27/mu10minus5
0.0,75.0,46915.0,75663.0,2.0,122710.0,4,s27/mu10minus5
0.0,19.0,6913.0,91191.0,2.0,100152.0,4,s27/mu10minus5
0.0,897.0,50502.0,13372.0,2.0,100404.0,4,s27/mu10minus5
0.0,456.0,91257.0,2597.0,1.0,95473.0,4,s27/mu10minus5
0.0,74.0,49206.0,46549.0,2.0,96876.0,4,s27/mu10minus5
0.0,0.0,37697.0,42882.0,1.0,114628.0,4,s27/mu10minus5
0.0,538.0,18037.0,88166.0,2.0,114500.0,4,s27/mu10minus5
0.0,0.0,31111.0,80352.0,2.0,112621.0,4,s27/mu10minus5
0.0,0.0,10398.0,42588.0,2.0,106473.0,4,s27/mu10minus5
0.0,192.0,4010.0,82810.0,2.0,103600.0,4,s27/mu10minus5
0.0,61.0,14435.0,75183.0,2.0,100923.0,4,s27/mu10minus5
0.0,274.0,11096.0,89202.0,3.0,100794.0,4,s27/mu10minus5
0.0,2304.0,70953.0,27094.0,5.0,100356.0,4,s27/mu10minus5
0.0,0.0,5538.0,96922.0,2.0,102527.0,4,s27/mu10minus5
0.0,0.0,30731.0,44205.0,2.0,109916.0,4,s27/mu10minus5
0.0,80.0,75555.0,15550.0,2.0,112410.0,4,s27/mu10minus5
0.0,24.0,61801.0,33582.0,0.0,95415.0,4,s27/mu10minus5
0.0,0.0,8202.0,93710.0,3.0,101992.0,4,s27/mu10minus5
0.0,40.0,77817.0,27660.0,3.0,106752.0,4,s27/mu10minus5
0.0,145.0,72627.0,6521.0,3.0,84587.0,4,s27/mu10minus5
0.0,126.0,88389.0,7257.0,3.0,101565.0,4,s27/mu10minus5
0.0,0.0,2370.0,96600.0,4.0,99178.0,4,s27/mu10minus5
0.0,22.0,59925.0,42091.0,5.0,102703.0,4,s27/mu10minus5
0.0,74.0,85485.0,10712.0,2.0,100101.0,4,s27/mu10minus5
0.0,0.0,16554.0,55968.0,2.0,106000.0,4,s27/mu10minus5
0.0,17.0,48515.0,35212.0,3.0,96269.0,4,s27/mu10minus5
72.0,30690.0,64317.0,868.0,2.0,104462.0,4,s27/mu10minus5
0.0,2038.0,52282.0,43141.0,2.0,97468.0,4,s27/mu10minus5
0.0,316.0,22468.0,90693.0,0.0,114371.0,4,s27/mu10minus5
0.0,45.0,93800.0,6170.0,3.0,100775.0,4,s27/mu10minus5
0.0,0.0,11811.0,92805.0,3.0,108273.0,4,s27/mu10minus5
0.0,88.0,73170.0,39844.0,2.0,115215.0,4,s27/mu10minus5
0.0,7.0,81942.0,17349.0,2.0,102794.0,4,s27/mu10minus5
0.0,0.0,34874.0,63263.0,4.0,101390.0,4,s27/mu10minus5
0.0,0.0,14010.0,95781.0,2.0,110037.0,4,s27/mu10minus5
0.0,0.0,56012.0,50049.0,0.0,107912.0,4,s27/mu10minus5
6.0,134.0,34002.0,71943.0,4.0,113349.0,4,s27/mu10minus5
0.0,17.0,33341.0,57919.0,1.0,108422.0,4,s27/mu10minus5
0.0,25.0,67931.0,26784.0,2.0,104605.0,4,s27/mu10minus5
0.0,0.0,927.0,102834.0,3.0,103764.0,4,s27/mu10minus5
0.0,105.0,69417.0,36420.0,2.0,107636.0,4,s27/mu10minus5
0.0,0.0,11476.0,37515.0,1.0,108639.0,4,s27/mu10minus5
0.0,39.0,63692.0,18742.0,2.0,96373.0,4,s27/mu10minus5
0.0,0.0,50846.0,13771.0,2.0,107158.0,4,s27/mu10minus5
0.0,72.0,70221.0,40673.0,3.0,112398.0,4,s27/mu10minus5
0.0,40.0,44514.0,57194.0,3.0,105988.0,4,s27/mu10minus5
0.0,0.0,734.0,104984.0,1.0,107420.0,4,s27/mu10minus5
0.0,316.0,6598.0,107255.0,3.0,114191.0,4,s27/mu10minus5
0.0,42.0,5646.0,46180.0,1.0,96942.0,4,s27/mu10minus5
99.0,2492.0,104986.0,9745.0,2.0,118446.0,4,s27/mu10minus5
0.0,0.0,6916.0,82040.0,2.0,88958.0,4,s27/mu10minus5
0.0,655.0,76652.0,19741.0,2.0,97172.0,4,s27/mu10minus5
0.0,0.0,4152.0,78345.0,1.0,104012.0,4,s27/mu10minus5
0.0,0.0,11651.0,76541.0,2.0,97000.0,4,s27/mu10minus5
0.0,63.0,46344.0,50424.0,3.0,114986.0,4,s27/mu10minus5
0.0,146.0,95005.0,11585.0,2.0,106789.0,4,s27/mu10minus5
0.0,0.0,22881.0,73377.0,2.0,101101.0,4,s27/mu10minus5
0.0,0.0,168.0,99751.0,2.0,101084.0,4,s27/mu10minus5
8.0,10636.0,24263.0,57336.0,1.0,97373.0,4,s27/mu10minus5
0.0,53.0,13280.0,90752.0,2.0,104942.0,4,s27/mu10minus5
0.0,17.0,55528.0,53498.0,2.0,109201.0,4,s27/mu10minus5
0.0,129.0,1823.0,97373.0,2.0,109511.0,4,s27/mu10minus5
1168.0,1297.0,80088.0,657.0,3.0,105081.0,4,s27/mu10minus5
0.0,182.0,26457.0,70955.0,2.0,105693.0,4,s27/mu10minus5
0.0,11.0,22023.0,85824.0,2.0,119292.0,4,s27/mu10minus5
0.0,1.0,31493.0,63907.0,2.0,101443.0,4,s27/mu10minus5
2.0,1080.0,28570.0,89341.0,2.0,119205.0,4,s27/mu10minus5
0.0,614.0,18353.0,35512.0,4.0,118235.0,4,s27/mu10minus5
0.0,151.0,29827.0,69156.0,2.0,103804.0,4,s27/mu10minus5
0.0,0.0,141.0,97643.0,3.0,97936.0,4,s27/mu10minus5
0.0,0.0,69422.0,27970.0,2.0,108301.0,4,s27/mu10minus5
0.0,0.0,7989.0,86341.0,2.0,107704.0,4,s27/mu10minus5
0.0,36.0,60394.0,49475.0,2.0,111823.0,4,s27/mu10minus5
0.0,0.0,64534.0,39994.0,3.0,110759.0,4,s27/mu10minus5
0.0,0.0,64273.0,25542.0,3.0,94444.0,4,s27/mu10minus5
0.0,70.0,15735.0,76282.0,2.0,105490.0,4,s27/mu10minus5
0.0,60.0,35369.0,59844.0,1.0,114002.0,4,s27/mu10minus5
0.0,30.0,89099.0,9066.0,3.0,105881.0,4,s27/mu10minus5
0.0,37.0,19653.0,88847.0,2.0,109802.0,4,s27/mu10minus5
0.0,0.0,612.0,101107.0,3.0,101722.0,4,s27/mu10minus5
0.0,30.0,76846.0,13668.0,3.0,90696.0,4,s27/mu10minus5
0.0,0.0,49339.0,49230.0,3.0,99762.0,4,s27/mu10minus5
0.0,97.0,27106.0,69317.0,2.0,96532.0,4,s27/mu10minus5
0.0,103.0,41911.0,65563.0,2.0,110341.0,4,s27/mu10minus5
0.0,919.0,5765.0,65949.0,2.0,111931.0,4,s27/mu10minus5
0.0,0.0,8838.0,99697.0,2.0,113894.0,4,s27/mu10minus5
0.0,0.0,28461.0,87212.0,3.0,118150.0,4,s27/mu10minus5
0.0,0.0,7563.0,13621.0,2.0,95125.0,4,s27/mu10minus5
0.0,11.0,70488.0,11465.0,3.0,100541.0,4,s27/mu10minus5
0.0,0.0,16392.0,80868.0,2.0,116438.0,4,s27/mu10minus5
0.0,0.0,37656.0,70122.0,3.0,107874.0,4,s27/mu10minus5
0.0,0.0,2103.0,102272.0,2.0,104381.0,4,s27/mu10minus5
0.0,0.0,53432.0,29989.0,3.0,104299.0,4,s27/mu10minus5
2.0,168.0,20008.0,77376.0,2.0,99339.0,4,s27/mu10minus5
0.0,25095.0,23979.0,50867.0,0.0,101120.0,4,s27/mu10minus5
0.0,0.0,7215.0,66424.0,2.0,120247.0,4,s27/mu10minus5
0.0,0.0,11002.0,80463.0,2.0,100545.0,4,s27/mu10minus5
0.0,0.0,166.0,101747.0,2.0,109031.0,4,s27/mu10minus5
0.0,3.0,23249.0,47019.0,2.0,92494.0,4,s27/mu10minus5
0.0,0.0,69828.0,39798.0,3.0,109954.0,4,s27/mu10minus5
0.0,3.0,72902.0,30773.0,3.0,108818.0,4,s27/mu10minus5
0.0,63.0,64913.0,30930.0,2.0,95909.0,4,s27/mu10minus5
0.0,117.0,35127.0,72878.0,1.0,109163.0,4,s27/mu10minus5
0.0,37.0,98624.0,9972.0,3.0,108923.0,4,s27/mu10minus5
0.0,120.0,60949.0,47638.0,2.0,117074.0,4,s27/mu10minus5
0.0,0.0,3825.0,86337.0,4.0,90224.0,4,s27/mu10minus5
815.0,33654.0,59790.0,10848.0,2.0,105221.0,4,s27/mu10minus5
0.0,51.0,7401.0,91171.0,3.0,103602.0,4,s27/mu10minus5
31.0,2082.0,14345.0,4266.0,2.0,102767.0,4,s27/mu10minus5
3.0,326.0,65161.0,33078.0,2.0,103138.0,4,s27/mu10minus5
0.0,30.0,63242.0,31123.0,2.0,94397.0,4,s27/mu10minus5
0.0,0.0,438.0,64362.0,2.0,109834.0,4,s27/mu10minus5
0.0,0.0,3404.0,62368.0,5.0,107592.0,4,s27/mu10minus5
0.0,29.0,79356.0,13299.0,2.0,111024.0,4,s27/mu10minus5
0.0,2710.0,91573.0,7601.0,3.0,108918.0,4,s27/mu10minus5
0.0,6.0,7269.0,78633.0,3.0,104901.0,4,s27/mu10minus5
11.0,969.0,70799.0,42053.0,2.0,117926.0,4,s27/mu10minus5
0.0,73.0,77506.0,13180.0,2.0,92807.0,4,s27/mu10minus5
0.0,0.0,2208.0,83243.0,1.0,104032.0,4,s27/mu10minus5
0.0,0.0,34731.0,81011.0,2.0,117400.0,4,s27/mu10minus5
0.0,0.0,714.0,97878.0,1.0,99303.0,4,s27/mu10minus5
0.0,0.0,48103.0,58791.0,2.0,107608.0,4,s27/mu10minus5
0.0,3.0,100818.0,9047.0,2.0,109876.0,4,s27/mu10minus5
0.0,28.0,79840.0,27304.0,3.0,107255.0,4,s27/mu10minus5
0.0,224.0,94850.0,16649.0,2.0,112365.0,4,s27/mu10minus5
0.0,0.0,11644.0,85585.0,2.0,97233.0,4,s27/mu10minus5
0.0,0.0,1040.0,102583.0,3.0,104037.0,4,s27/mu10minus5
0.0,1.0,13459.0,78077.0,3.0,105486.0,4,s27/mu10minus5
0.0,0.0,81097.0,25650.0,1.0,107951.0,4,s27/mu10minus5
0.0,0.0,29.0,26378.0,2.0,101225.0,4,s27/mu10minus5
0.0,2913.0,9005.0,20794.0,2.0,92105.0,4,s27/mu10minus5
0.0,0.0,1163.0,95423.0,2.0,107460.0,4,s27/mu10minus5
0.0,16.0,56092.0,44683.0,2.0,101762.0,4,s27/mu10minus5
0.0,0.0,43919.0,50732.0,2.0,99623.0,4,s27/mu10minus5
0.0,1.0,62578.0,17308.0,3.0,102870.0,4,s27/mu10minus5
0.0,0.0,53725.0,773.0,2.0,107029.0,4,s27/mu10minus5
0.0,24.0,24804.0,73590.0,2.0,98667.0,4,s27/mu10minus5
0.0,49.0,41110.0,70476.0,2.0,115374.0,4,s27/mu10minus5
1050.0,83.0,37146.0,62253.0,0.0,109278.0,4,s27/mu10minus5
0.0,6.0,26163.0,76309.0,0.0,112063.0,4,s27/mu10minus5
0.0,175.0,94937.0,5156.0,2.0,110758.0,4,s27/mu10minus5
0.0,20.0,39930.0,69034.0,1.0,109020.0,4,s27/mu10minus5
0.0,0.0,2077.0,94412.0,3.0,115601.0,4,s27/mu10minus5
0.0,0.0,58942.0,57752.0,3.0,117158.0,4,s27/mu10minus5
0.0,0.0,316.0,97800.0,2.0,100076.0,4,s27/mu10minus5
0.0,15.0,61219.0,48200.0,2.0,110013.0,4,s27/mu10minus5
0.0,0.0,363.0,89061.0,2.0,89486.0,4,s27/mu10minus5
0.0,0.0,108316.0,7342.0,2.0,115725.0,4,s27/mu10minus5
0.0,5.0,19025.0,94626.0,2.0,115297.0,4,s27/mu10minus5
0.0,0.0,38309.0,77451.0,2.0,115854.0,4,s27/mu10minus5
0.0,7.0,54549.0,50936.0,3.0,105512.0,4,s27/mu10minus5
0.0,631.0,52111.0,32499.0,0.0,93443.0,4,s27/mu10minus5
0.0,3.0,9266.0,86757.0,3.0,104340.0,4,s27/mu10minus5
0.0,8.0,86223.0,13040.0,4.0,99921.0,4,s27/mu10minus5
15.0,958.0,99170.0,1267.0,2.0,102757.0,4,s27/mu10minus5
0.0,48.0,63024.0,48029.0,3.0,111385.0,4,s27/mu10minus5
0.0,0.0,8603.0,98097.0,2.0,110500.0,4,s27/mu10minus5
0.0,177.0,87459.0,10442.0,3.0,98227.0,4,s27/mu10minus5
0.0,95.0,85497.0,977.0,0.0,86578.0,4,s27/mu10minus5
0.0,31.0,26667.0,75018.0,3.0,116243.0,4,s27/mu10minus5
0.0,0.0,7706.0,50330.0,2.0,108041.0,4,s27/mu10minus5
0.0,0.0,310.0,99461.0,2.0,108073.0,4,s27/mu10minus5
0.0,0.0,33324.0,68869.0,2.0,102784.0,4,s27/mu10minus5
0.0,0.0,80935.0,9016.0,4.0,89975.0,4,s27/mu10minus5
0.0,214.0,25115.0,82614.0,3.0,107946.0,4,s27/mu10minus5
0.0,21.0,48975.0,37155.0,2.0,106420.0,4,s27/mu10minus5
0.0,0.0,18390.0,86577.0,5.0,104972.0,4,s27/mu10minus5
0.0,9.0,14948.0,71963.0,2.0,104753.0,4,s27/mu10minus5
15.0,1225.0,80876.0,26385.0,3.0,108690.0,4,s27/mu10minus5
0.0,0.0,22871.0,33581.0,3.0,99439.0,4,s27/mu10minus5
0.0,61.0,48618.0,66883.0,0.0,117015.0,4,s27/mu10minus5
8.0,4326.0,84622.0,2488.0,2.0,95232.0,4,s27/mu10minus5
0.0,1.0,31089.0,70212.0,2.0,101359.0,4,s27/mu10minus5
0.0,0.0,49931.0,30087.0,3.0,104613.0,4,s27/mu10minus5
11.0,274.0,88184.0,15837.0,2.0,106361.0,4,s27/mu10minus5
0.0,17.0,40869.0,63465.0,2.0,104353.0,4,s27/mu10minus5
0.0,0.0,19561.0,68827.0,1.0,106205.0,4,s27/mu10minus5
0.0,0.0,14647.0,69789.0,3.0,112562.0,4,s27/mu10minus5
0.0,119.0,33896.0,77620.0,2.0,111693.0,4,s27/mu10minus5
0.0,0.0,23387.0,75745.0,2.0,100901.0,4,s27/mu10minus5
0.0,0.0,11600.0,92775.0,4.0,105163.0,4,s27/mu10minus5
0.0,0.0,11582.0,102394.0,2.0,114454.0,4,s27/mu10minus5
0.0,24.0,28323.0,65832.0,2.0,102506.0,4,s27/mu10minus5
0.0,241.0,97511.0,206.0,4.0,99667.0,4,s27/mu10minus5
0.0,0.0,1658.0,62239.0,2.0,114264.0,4,s27/mu10minus5
1218.0,23808.0,83910.0,343.0,2.0,110147.0,4,s27/mu10minus5
0.0,13.0,3116.0,108594.0,2.0,111725.0,4,s27/mu10minus5
0.0,77.0,103421.0,7719.0,4.0,115805.0,4,s27/mu10minus5
0.0,4.0,30775.0,1752.0,2.0,108283.0,4,s27/mu10minus5
0.0,39.0,41199.0,5106.0,0.0,104303.0,4,s27/mu10minus5
0.0,433.0,39113.0,59569.0,2.0,100423.0,4,s27/mu10minus5
0.0,1805.0,88255.0,12618.0,2.0,106000.0,4,s27/mu10minus5
0.0,53.0,25667.0,74883.0,3.0,106384.0,4,s27/mu10minus5
0.0,81.0,81436.0,10675.0,0.0,96094.0,4,s27/mu10minus5
0.0,0.0,53134.0,4605.0,2.0,101522.0,4,s27/mu10minus5
0.0,38.0,24542.0,87881.0,4.0,114801.0,4,s27/mu10minus5
0.0,101.0,63075.0,22196.0,4.0,104232.0,4,s27/mu10minus5
0.0,10.0,50786.0,68538.0,2.0,119379.0,4,s27/mu10minus5
0.0,0.0,49556.0,59603.0,2.0,112055.0,4,s27/mu10minus5
0.0,0.0,1287.0,105398.0,2.0,108257.0,4,s27/mu10minus5
0.0,0.0,11741.0,89950.0,1.0,101722.0,4,s27/mu10minus5
0.0,0.0,61183.0,49908.0,2.0,111284.0,4,s27/mu10minus5
0.0,78.0,30622.0,48548.0,2.0,104696.0,4,s27/mu10minus5
0.0,0.0,41727.0,49771.0,1.0,91504.0,4,s27/mu10minus5
0.0,138.0,57394.0,2624.0,2.0,100407.0,4,s27/mu10minus5
0.0,137.0,54188.0,62851.0,1.0,122876.0,4,s27/mu10minus5
0.0,237.0,38989.0,59703.0,1.0,98977.0,4,s27/mu10minus5
0.0,0.0,39842.0,24107.0,2.0,110385.0,4,s27/mu10minus5
242.0,1591.0,70175.0,20478.0,2.0,104650.0,4,s27/mu10minus5
0.0,7.0,37048.0,57337.0,2.0,94394.0,4,s27/mu10minus5
0.0,0.0,17983.0,80823.0,2.0,99663.0,4,s27/mu10minus5
0.0,0.0,66401.0,23088.0,5.0,101450.0,4,s27/mu10minus5
6.0,482.0,49621.0,60319.0,2.0,111373.0,4,s27/mu10minus5
0.0,0.0,8578.0,99392.0,2.0,109386.0,4,s27/mu10minus5
46.0,65.0,34003.0,79660.0,2.0,113976.0,4,s27/mu10minus5
0.0,1359.0,55225.0,21952.0,0.0,101304.0,4,s27/mu10minus5
0.0,0.0,4112.0,102715.0,2.0,109968.0,4,s27/mu10minus5
0.0,5.0,9323.0,92705.0,1.0,131590.0,4,s27/mu10minus5
0.0,21.0,1778.0,96293.0,2.0,101811.0,4,s27/mu10minus5
0.0,0.0,76963.0,6314.0,2.0,107808.0,4,s27/mu10minus5
0.0,9.0,101671.0,13580.0,3.0,115263.0,4,s27/mu10minus5
0.0,0.0,6578.0,101876.0,2.0,108466.0,4,s27/mu10minus5
0.0,48.0,16908.0,69965.0,2.0,87283.0,4,s27/mu10minus5
0.0,0.0,16052.0,92224.0,5.0,109267.0,4,s27/mu10minus5
0.0,9.0,2628.0,105772.0,3.0,108412.0,4,s27/mu10minus5
0.0,194.0,29244.0,56000.0,3.0,85461.0,4,s27/mu10minus5
0.0,0.0,36495.0,60910.0,3.0,97408.0,4,s27/mu10minus5
0.0,11.0,502.0,108291.0,3.0,108850.0,4,s27/mu10minus5
0.0,112.0,90341.0,16828.0,4.0,108632.0,4,s27/mu10minus5
884.0,6397.0,20483.0,31935.0,2.0,110137.0,4,s27/mu10minus5
0.0,4.0,48734.0,43948.0,2.0,92705.0,4,s27/mu10minus5
0.0,16.0,14646.0,50126.0,2.0,90546.0,4,s27/mu10minus5
0.0,1139.0,89503.0,1649.0,3.0,92331.0,4,s27/mu10minus5
0.0,0.0,392.0,109144.0,2.0,109916.0,4,s27/mu10minus5
0.0,6.0,7778.0,88603.0,3.0,101029.0,4,s27/mu10minus5
0.0,5.0,52624.0,28891.0,3.0,106826.0,4,s27/mu10minus5
0.0,229.0,74555.0,12677.0,2.0,97429.0,4,s27/mu10minus5
0.0,0.0,7112.0,94100.0,2.0,101248.0,4,s27/mu10minus5
0.0,24.0,13431.0,89829.0,2.0,107925.0,4,s27/mu10minus5
0.0,244.0,49454.0,36497.0,2.0,101488.0,4,s27/mu10minus5
0.0,45.0,51868.0,63408.0,1.0,115372.0,4,s27/mu10minus5
0.0,0.0,20229.0,54021.0,2.0,104511.0,4,s27/mu10minus5
0.0,0.0,46550.0,52295.0,2.0,114565.0,4,s27/mu10minus5
0.0,95.0,67227.0,8913.0,2.0,100208.0,4,s27/mu10minus5
0.0,5626.0,46742.0,44910.0,2.0,98174.0,4,s27/mu10minus5
0.0,0.0,73636.0,21765.0,2.0,95403.0,4,s27/mu10minus5
0.0,2009.0,37434.0,75182.0,0.0,115852.0,4,s27/mu10minus5
0.0,85.0,37385.0,6983.0,2.0,103839.0,4,s27/mu10minus5
0.0,0.0,40886.0,64866.0,2.0,110872.0,4,s27/mu10minus5
0.0,0.0,1344.0,113628.0,0.0,115516.0,4,s27/mu10minus5
0.0,0.0,34293.0,20764.0,2.0,104149.0,4,s27/mu10minus5
0.0,138.0,74075.0,33808.0,2.0,108030.0,4,s27/mu10minus5
0.0,4.0,18655.0,75330.0,2.0,94145.0,4,s27/mu10minus5
72.0,1720.0,17126.0,82449.0,1.0,101374.0,4,s27/mu10minus5
0.0,0.0,4409.0,108126.0,1.0,112562.0,4,s27/mu10minus5
4.0,10644.0,81396.0,2373.0,2.0,95709.0,4,s27/mu10minus5
0.0,11.0,42505.0,57876.0,2.0,100420.0,4,s27/mu10minus5
0.0,0.0,17733.0,66419.0,4.0,103969.0,4,s27/mu10minus5
0.0,22.0,35216.0,46000.0,3.0,99309.0,4,s27/mu10minus5
0.0,0.0,1818.0,102879.0,2.0,107980.0,4,s27/mu10minus5
0.0,1.0,10423.0,98131.0,3.0,108656.0,4,s27/mu10minus5
0.0,142.0,31587.0,57262.0,2.0,107883.0,4,s27/mu10minus5
0.0,26.0,40385.0,74800.0,2.0,115224.0,4,s27/mu10minus5
0.0,17.0,36195.0,39263.0,0.0,78920.0,4,s27/mu10minus5
0.0,21.0,7987.0,106703.0,1.0,116588.0,4,s27/mu10minus5
0.0,0.0,3071.0,107579.0,5.0,112164.0,4,s27/mu10minus5
0.0,0.0,7569.0,81300.0,2.0,108589.0,4,s27/mu10minus5
0.0,0.0,5141.0,82143.0,3.0,98400.0,4,s27/mu10minus5
0.0,82.0,37185.0,63962.0,2.0,102010.0,4,s27/mu10minus5
0.0,0.0,34054.0,62294.0,2.0,104871.0,4,s27/mu10minus5
0.0,150.0,69045.0,19179.0,1.0,93917.0,4,s27/mu10minus5
0.0,7.0,40112.0,56303.0,2.0,97166.0,4,s27/mu10minus5
0.0,937.0,87943.0,26258.0,2.0,116109.0,4,s27/mu10minus5
60.0,3970.0,26463.0,70147.0,2.0,101394.0,4,s27/mu10minus5
0.0,0.0,61409.0,45298.0,2.0,122615.0,4,s27/mu10minus5
0.0,20.0,79730.0,15180.0,2.0,108925.0,4,s27/mu10minus5
0.0,1228.0,55156.0,40609.0,2.0,127861.0,4,s27/mu10minus5
0.0,136.0,75470.0,8792.0,2.0,107329.0,4,s27/mu10minus5
0.0,196.0,46857.0,65740.0,2.0,114400.0,4,s27/mu10minus5
0.0,0.0,17145.0,99313.0,3.0,116674.0,4,s27/mu10minus5
0.0,24.0,76276.0,37777.0,2.0,114079.0,4,s27/mu10minus5
0.0,0.0,32229.0,56603.0,0.0,114234.0,4,s27/mu10minus5
0.0,0.0,3582.0,71957.0,2.0,101090.0,4,s27/mu10minus5
0.0,685.0,84848.0,4488.0,2.0,90040.0,4,s27/mu10minus5
0.0,5.0,18255.0,30330.0,2.0,102435.0,4,s27/mu10minus5
0.0,14.0,17330.0,87575.0,4.0,105340.0,4,s27/mu10minus5
0.0,2270.0,12040.0,42257.0,0.0,103373.0,4,s27/mu10minus5
0.0,75.0,72448.0,20772.0,2.0,105435.0,4,s27/mu10minus5
0.0,76.0,37207.0,40315.0,3.0,112170.0,4,s27/mu10minus5
0.0,753.0,23042.0,10299.0,4.0,104437.0,4,s27/mu10minus5
0.0,12.0,78763.0,756.0,0.0,79612.0,4,s27/mu10minus5
0.0,1065.0,50268.0,53492.0,3.0,105738.0,4,s27/mu10minus5
0.0,1.0,11647.0,108271.0,2.0,120213.0,4,s27/mu10minus5
0.0,0.0,9728.0,82856.0,2.0,108848.0,4,s27/mu10minus5
16.0,2.0,18668.0,97123.0,4.0,116329.0,4,s27/mu10minus5
0.0,0.0,21287.0,88617.0,0.0,112843.0,4,s27/mu10minus5
52.0,62.0,92275.0,5254.0,2.0,99342.0,4,s27/mu10minus5
10.0,1467.0,78513.0,8220.0,2.0,104827.0,4,s27/mu10minus5
0.0,9.0,43557.0,30269.0,4.0,125536.0,4,s27/mu10minus5
0.0,91.0,37754.0,60872.0,2.0,112057.0,4,s27/mu10minus5
0.0,3.0,2322.0,113853.0,2.0,116180.0,4,s27/mu10minus5
0.0,0.0,45246.0,58180.0,3.0,103582.0,4,s27/mu10minus5
0.0,233.0,14344.0,85890.0,3.0,100595.0,4,s27/mu10minus5
0.0,0.0,1480.0,97159.0,0.0,98760.0,4,s27/mu10minus5
6.0,13.0,73269.0,27633.0,2.0,102244.0,4,s27/mu10minus5
0.0,917.0,96227.0,2085.0,2.0,106816.0,4,s27/mu10minus5
0.0,0.0,241.0,106834.0,0.0,108927.0,4,s27/mu10minus5
0.0,7.0,63008.0,42282.0,2.0,108785.0,4,s27/mu10minus5
0.0,14.0,72742.0,32879.0,0.0,113099.0,4,s27/mu10minus5
0.0,0.0,5635.0,100313.0,2.0,106008.0,4,s27/mu10minus5
0.0,148.0,76329.0,31410.0,2.0,107903.0,4,s27/mu10minus5
0.0,59.0,44562.0,62576.0,2.0,107199.0,4,s27/mu10minus5
0.0,265.0,85239.0,7121.0,2.0,103726.0,4,s27/mu10minus5
0.0,610.0,30012.0,70981.0,2.0,110345.0,4,s27/mu10minus5
0.0,0.0,657.0,61688.0,5.0,95068.0,4,s27/mu10minus5
0.0,0.0,219.0,93807.0,2.0,94665.0,4,s27/mu10minus5
0.0,0.0,59618.0,11069.0,2.0,96570.0,4,s27/mu10minus5
0.0,0.0,5394.0,84004.0,2.0,105645.0,4,s27/mu10minus5
0.0,5.0,16291.0,93626.0,2.0,109957.0,4,s27/mu10minus5
0.0,129.0,25233.0,91272.0,3.0,116796.0,4,s27/mu10minus5
0.0,118.0,14611.0,95646.0,2.0,110591.0,4,s27/mu10minus5
0.0,0.0,95077.0,3133.0,3.0,98237.0,4,s27/mu10minus5
0.0,48.0,43009.0,40041.0,2.0,93903.0,4,s27/mu10minus5
0.0,0.0,8862.0,43862.0,2.0,117291.0,4,s27/mu10minus5
0.0,0.0,4555.0,14863.0,3.0,120997.0,4,s27/mu10minus5
16.0,1129.0,67219.0,32299.0,2.0,102788.0,4,s27/mu10minus5
9.0,127.0,91218.0,26587.0,2.0,121955.0,4,s27/mu10minus5
0.0,170.0,66344.0,45654.0,2.0,114707.0,4,s27/mu10minus5
0.0,725.0,84777.0,19575.0,3.0,105154.0,4,s27/mu10minus5
0.0,61.0,42241.0,54025.0,1.0,105225.0,4,s27/mu10minus5
0.0,0.0,50338.0,52069.0,2.0,107341.0,4,s27/mu10minus5
0.0,0.0,6985.0,98272.0,3.0,115730.0,4,s27/mu10minus5
0.0,0.0,28039.0,72608.0,3.0,101871.0,4,s27/mu10minus5
0.0,22.0,89422.0,785.0,2.0,102527.0,4,s27/mu10minus5
43.0,13413.0,45581.0,50441.0,3.0,109483.0,4,s27/mu10minus5
0.0,0.0,14490.0,395.0,0.0,103931.0,4,s27/mu10minus5
0.0,0.0,3478.0,92606.0,2.0,96800.0,4,s27/mu10minus5
0.0,0.0,6321.0,100111.0,0.0,106764.0,4,s27/mu10minus5
0.0,23.0,13669.0,86328.0,2.0,102184.0,4,s27/mu10minus5
3.0,1588.0,65662.0,42311.0,2.0,114778.0,4,s27/mu10minus5
0.0,0.0,59117.0,54959.0,0.0,115337.0,4,s27/mu10minus5
